epoch,loss,val_acc,val_auc,val_loss,val_pre
0,0.5577592296987517,0.7383262583383869,0.8045159108534505,0.5369453296579164,0.7497794117647059
1,0.5213789048357906,0.7370890103614262,0.8072660328493806,0.52806415537308,0.7505720823798627
2,0.5130141458959661,0.7383331225496396,0.8087485006733178,0.5181881251006291,0.7540607194489327
3,0.500984118025527,0.7457809397749835,0.814244253746391,0.5249169181133139,0.767822655134772
4,0.4964844536068093,0.7419559158854826,0.8144065646364222,0.5245465584870043,0.7619597492576707
5,0.48766015915789157,0.7447980675509599,0.8150001956551512,0.5193880796432495,0.7761709648911385
6,0.4842212516018468,0.7439854191980559,0.8167891457560144,0.5226664142362003,0.7818375892930454
7,0.4781416325997084,0.7452523940918682,0.8167077356626216,0.5144830993537245,0.7694289394589953
8,0.4706461842243488,0.7605233219567691,0.8370221034015157,0.508848235524934,0.7820283249226763
9,0.4641945583698077,0.7512801435511401,0.8250859870799603,0.5106970852818983,0.7728559533721898
10,0.46320996681849164,0.7500699804054864,0.824237176506275,0.5134992044547508,0.7807670750260229
11,0.45847846784143365,0.7508434337123578,0.8251404447984618,0.5050155695142418,0.7790766624311732
12,0.45493053600319433,0.7536620144320096,0.8282551975556735,0.5250899421757665,0.7816881790324078
13,0.4520406835099571,0.7592730893701768,0.8346855210322384,0.5066666469491762,0.7744270205066345
14,0.44615907393969023,0.7535083652914155,0.8269092003995402,0.5293918118394655,0.7719394557289624
15,0.4434397623070285,0.7466150128495262,0.8232058715096349,0.50465311161403,0.790934393638171
16,0.4415866791183113,0.7530486577856481,0.8271009234712221,0.5025731273766222,0.8041325871717606
17,0.4356349502873217,0.7493916288124595,0.824839522184849,0.5096899517651262,0.7634082007833107
18,0.43309358704803336,0.7486932046642542,0.8214422073055445,0.514327532258527,0.7767576509511993
19,0.43136246769856185,0.750647312671636,0.8268380055250729,0.5113671021214847,0.7729779411764706
20,0.42825416278125894,0.7534497444633731,0.8276899876556074,0.510734249805582,0.7720459256896827
21,0.42477809249335885,0.744560240701173,0.8191238323783182,0.5167532892062746,0.7583694709453599
22,0.42227438601673156,0.7532897459240255,0.8280197411935921,0.5014739499009889,0.7586452480810318
23,0.4193751264331687,0.7517198764160659,0.8247906622107417,0.5161433147973028,0.7584627964022894
24,0.4192833765449687,0.7466672513594106,0.8184717856513104,0.5198275570211739,0.7877455565949486
25,0.41565029233948797,0.7569914442599923,0.8309989858012171,0.521509456223455,0.7745228215767634
26,0.41161311220409524,0.749249063901576,0.8234893885263851,0.5264558216621136,0.7690143109824731
27,0.4105269188045437,0.755023531819112,0.829642411138251,0.5112698705031954,0.7768071124855045
28,0.4095216459698147,0.7551003886010362,0.8306794750899504,0.5349843841174553,0.7782681967739347
29,0.4058269739915163,0.7547367150730118,0.8284015816128153,0.5130329728126526,0.7675816144226084
30,0.404576926277234,0.7486055260085615,0.818878194495632,0.5235607130774136,0.7755971271087356
31,0.4022879874349659,0.7484303961896515,0.8186300005210991,0.5089723467826843,0.7555805363738558
32,0.3998793546970074,0.7556293996764462,0.8288127872034818,0.5217969612828617,0.7651203758073987
33,0.39743842146335506,0.7433421254147877,0.8184849562111203,0.5234167020896385,0.7571645246268061
34,0.3955742230272701,0.7562251973311238,0.8301650216814965,0.5184296225679332,0.773189171612064
35,0.3930532286564509,0.7438178335816131,0.8185704810405741,0.527053859727136,0.7498613422074321
36,0.39336447812553144,0.7444838373305527,0.822053612352032,0.5287870661965732,0.7542925278219396
37,0.3911617073493126,0.7361673414304993,0.8082203191437649,0.5411807010913717,0.7538009935270209
38,0.38834685341924685,0.7415031534688157,0.8194036144714145,0.5307522765521345,0.7530752084537274
39,0.38439361368998504,0.7456040591374333,0.8219920333448236,0.5182333198086969,0.7443946188340808
40,0.38555982989123744,0.7453799673620606,0.8251581467331606,0.52691306430718,0.7442490899233212
41,0.38368438337093747,0.73231844057271,0.8096941725859503,0.54181598897638,0.7248739760554506
42,0.38158433865278196,0.7510518934081346,0.8219801026240833,0.5542265906416136,0.7582390755960615
43,0.3843278097800719,0.7477985350999917,0.8195059426057013,0.5351303260901878,0.7686743198616135
44,0.3798102944070457,0.7520913839228842,0.8286321701613977,0.5484003188281223,0.7513590167809029
45,0.3751968268910025,0.7436228330537273,0.824720872856302,0.5601061726438588,0.7305366591080876
46,0.37521670007298136,0.7380315815857632,0.8138183692935246,0.5316572353757661,0.7409377612280569
47,0.3722822109603474,0.7365624112612065,0.8087156284441697,0.5391686918406651,0.7489629629629629
48,0.3704592909058954,0.7368826222600381,0.8120685208963305,0.5437993037289587,0.7452552596733854
49,0.37066078619060355,0.7471077141544501,0.8242467191798339,0.5467700156672247,0.7491883116883117
50,0.36721227464512884,0.7315845041825713,0.8080592715283434,0.5566076872677639,0.7288371411833626
51,0.3652543267633161,0.7317648014953879,0.80839991088923,0.547668240193663,0.7315675916970463
52,0.3662964345043541,0.7333697524898096,0.8107415230375958,0.5403357888090199,0.7281879194630873
53,0.36467855302696556,0.7399455567263786,0.8114850928210589,0.5413247254388086,0.7658932114206849
54,0.3681556792595448,0.7512390639141491,0.8286423255629138,0.5564546955042872,0.7438863442279326
55,0.36083251390701687,0.7499787541429421,0.8257379299316758,0.561758329128397,0.7504294861783539
56,0.36087770046841383,0.7444257467395877,0.8199720859782409,0.5471274503346147,0.7540400525786747
57,0.3619850987297857,0.725789583769086,0.8086965706418355,0.5638716888838801,0.7072855295301049
58,0.3566413330726134,0.7338565511227382,0.8097467510672389,0.5511497742143171,0.7338761689777491
59,0.3550134851382329,0.7381562963962748,0.8191759664070883,0.5699635661881546,0.720535011801731
60,0.35403130795711124,0.7385967755002836,0.8131764699067766,0.5800301432609558,0.7431076763022962
61,0.3544672605318901,0.7347433652162199,0.814313264269366,0.542495274338229,0.7384032817923635
62,0.35332074022700644,0.7288069583279242,0.8026118755504688,0.5554167772161549,0.7274629873653206
63,0.35338757320856434,0.7372635487988859,0.8137078528699904,0.5374335050582886,0.7368128431440684
64,0.35292657139973765,0.7300251256281407,0.8114122392107219,0.5659188062980257,0.7251251103915219
65,0.3494879639046824,0.7461681768142941,0.8224599551200314,0.5604897758056377,0.7492920075519195
66,0.3493912286228604,0.7177934330325877,0.7957984281501542,0.5699887748422294,0.7062339286955313
67,0.34901341401104236,0.739317501159995,0.8127429772024871,0.5790621145018215,0.7452234147826748
68,0.34785565339092517,0.7123099390086762,0.7822899963532421,0.5835293130627994,0.7215078901227352
69,0.34691839926263207,0.7275932203389831,0.8039191181260281,0.5611354811438198,0.7261904761904762
70,0.3435157742510494,0.7364399664147775,0.81227390176952,0.5857478400756573,0.7362237550216023
71,0.34234505891799927,0.7300137048880767,0.8071842165021532,0.568008296448609,0.7185827365246891
72,0.3424880141631151,0.7416670241516881,0.8195272464017701,0.5755040563386062,0.7385848200786211
73,0.3419639706356913,0.7306572115993415,0.8034555521505994,0.5742049802993906,0.7264931548066798
74,0.3406163047776263,0.7467963828054687,0.820666070102674,0.5803207230978998,0.7544270223886419
75,0.3392591098180184,0.7323461020682903,0.8078622337956279,0.5795488748057135,0.7369734331425216
76,0.3369986724395018,0.7282796187017703,0.8055307312661889,0.5654186483087211,0.7225796075908653
77,0.33718688174700123,0.729667617142614,0.8039688195464145,0.5844946873599085,0.7244586764257396
78,0.336891020847182,0.7417436416550677,0.8183104809625832,0.5771749656775902,0.7465648854961832
79,0.3337167509091206,0.7354704412989176,0.8130506353734928,0.5839769203087379,0.736764705882353
80,0.3336111801302331,0.7292379673352684,0.8088806920623139,0.5921930567971592,0.7236871098053618
81,0.3336429975481115,0.7361487795428129,0.8138794716388856,0.5803499345121712,0.7271890814292287
82,0.33109188449179006,0.7346073917118292,0.8121304405068626,0.584399533682856,0.7262896390472016
83,0.3327765440584248,0.7263333333333334,0.7992816535370787,0.5857941549399803,0.7215637020174268
84,0.3310741535109332,0.7199765425375948,0.7961011119283672,0.5904736909373053,0.713455520786768
85,0.3312852643748634,0.7296752237300954,0.8048153604639685,0.5964731779591791,0.7228148148148148
86,0.3283523811489089,0.7392506142506142,0.8138530732553213,0.5940508328635117,0.7363066095471236
87,0.3308282972146303,0.7241453450870781,0.8012005656937112,0.5982611857611557,0.7167546073258393
88,0.3283525511749789,0.7292305036467999,0.8053975509292907,0.5865946740939699,0.7287778446718844
89,0.3272340789309934,0.7332095192847579,0.8135183323100527,0.6053049893214785,0.7192673992673992
90,0.3237872699387053,0.7324504421440845,0.8119856635937138,0.6066451494036049,0.7221664275466284
91,0.323543115813508,0.7359519912711402,0.8089533034560336,0.5936486659378841,0.7400294334069168
92,0.3225715128529785,0.7316782353191671,0.8062610088116976,0.6072073270534647,0.7242883379247016
93,0.3214461735935293,0.7224947741137323,0.7977351316506283,0.5956316919162356,0.7165354330708661
94,0.3219030300776164,0.7199752373091209,0.7966175573160716,0.6016797258936125,0.712712642055481
95,0.32141828078490037,0.7335379578473501,0.809581457315944,0.605271027005952,0.7313831708197905
96,0.32104608913262683,0.7395394793367128,0.8152178249344726,0.5993604495607573,0.7363657108085495
97,0.31967506296614295,0.7362211360188775,0.8136252862974831,0.6112073485193581,0.7367110850783424
98,0.3204877422406123,0.7304529492821265,0.8019521682163162,0.5997837175583017,0.7318135843771882
99,0.3181766863816824,0.7290402529698317,0.8022653462451355,0.6014853428150045,0.7269972655383933
