col1,col2
0,0.46100797632421026
1,0.4872401506899056
2,0.4570514177531545
3,0.4658750092195443
4,0.46303716256467864
5,0.4906253191380719
6,0.44732218335829704
7,0.4668591512487518
8,0.4583389182495915
9,0.46765921266510074
10,0.41887080262515886
11,0.47464306179647786
12,0.4742737481277233
13,0.4208645290798611
14,0.46895943435968135
15,0.473193199805964
16,0.46058086320465685
17,0.46789169588553015
18,0.4680837106254539
19,0.4803346233603395
20,0.4769315477203613
21,0.48189117498127726
22,0.46965072288319265
23,0.47646480829021426
24,0.45728372367465503
25,0.4749299757880583
26,0.4767169273670116
27,0.4517406942884214
28,0.46476857525417575
29,0.4781581017100127
30,0.4676987060014978
31,0.4489063049626679
32,0.45607933205110746
33,0.4693090235226035
34,0.47427237406102485
35,0.46189429366943535
36,0.4476157017349764
37,0.4652207761721587
38,0.47283966574187547
39,0.46772858087100583
40,0.44851558244825707
41,0.45244284237132354
42,0.4769091194058642
43,0.44737652547998363
44,0.4511166463836692
45,0.4765511528685548
46,0.46876533635734385
47,0.4682399109817538
48,0.4695773654513889
49,0.46989215969952797
50,0.4470482565132535
51,0.49122565331109297
52,0.4793422812556736
53,0.48021844823722315
54,0.4736542213456563
55,0.44012916581563183
56,0.4791281927991104
57,0.4755485274260167
58,0.4422295375760258
59,0.422397854541122
60,0.46212850555442087
61,0.4702426796818264
62,0.4795819894074528
63,0.47845720500295025
64,0.44153665336215503
65,0.47521777627428285
66,0.44747962480709874
67,0.4704188261676198
68,0.48590961087849494
69,0.4660789916371641
70,0.4411970372639797
71,0.46933180643495825
72,0.4691555712997004
73,0.4698265590958606
74,0.47629273967978397
75,0.45009438508476307
76,0.454519633374183
77,0.4442710460920479
78,0.49160400922521785
79,0.4484528629521832
80,0.48223478030535133
81,0.5024801903906817
82,0.4711503615479757
83,0.4610749953193083
84,0.4853566155194717
85,0.48534163375998546
86,0.4705310563895697
87,0.46048175310344047
88,0.44349155135144336
89,0.4843099312931191
90,0.46462088524645967
91,0.4784518860350853
92,0.47841341216752903
93,0.4659641905807462
94,0.46818211153095496
95,0.4716405044367284
96,0.44708274115491103
97,0.46699536115082607
98,0.4738378587111928
99,0.44548040208560274
100,0.4602054327228577
101,0.46953117908042846
102,0.4651748557495915
103,0.4835221921523239
104,0.450602922737382
105,0.4768534475422113
106,0.4788075476863199
107,0.4856378116205973
108,0.4766175956421342
109,0.4830349303711647
110,0.47876308997991557
111,0.4778757531658497
112,0.486295900919685
113,0.4398796618980347
114,0.4638983921114742
115,0.4733564034699528
116,0.4588587143841912
117,0.4575003829656863
118,0.45320460721904504
119,0.45142266433483114
120,0.4658985013276144
121,0.4777757122452569
122,0.4508582331948983
123,0.4609079797283497
124,0.4617165958180147
125,0.4745529052911674
126,0.4706670003432507
127,0.4773227134820942
128,0.4903527220349945
129,0.4881442865774782
130,0.42753376126202797
131,0.47267140905841504
132,0.4251612356458787
133,0.47574289137674747
134,0.4655611901155138
135,0.4841839604041848
136,0.4608678215209695
137,0.47211123309277414
138,0.4637307559742647
139,0.46611422979926925
140,0.4578133155750726
141,0.47826377187159586
142,0.45798276902630264
143,0.4274470620858297
144,0.48187854243259803
145,0.47631250851034856
146,0.4540123811387981
147,0.466346580045502
148,0.4625675863516703
149,0.4627078741291077
150,0.4904008586941721
151,0.472672472851988
152,0.4826126486474219
153,0.4547199811637618
154,0.46610722649158043
155,0.4694980685054693
156,0.4668068480647467
157,0.49634476095849217
158,0.4214822828726398
159,0.46887756657929375
160,0.4591616739288308
161,0.4666617732162309
162,0.4783281313827614
163,0.4827933162559005
164,0.46809089123207154
165,0.5040037200861247
166,0.4698678254215459
167,0.4748586572939361
168,0.4635608149509804
169,0.47594767163954704
170,0.46847970778299747
171,0.44844843047896243
172,0.4945662310786583
173,0.4656078640585285
174,0.4664788007216776
175,0.4795718833685094
176,0.4696466006830973
177,0.45559202594521603
178,0.44956674347256265
179,0.4815507167131899
180,0.46360327804443535
181,0.4510375710614107
182,0.46646550330201525
183,0.48177841286254086
184,0.4672714155830156
185,0.4800661927820897
186,0.4684634849310094
187,0.4807951573279775
188,0.4577865434368192
189,0.45761660241353486
190,0.4631882212520425
191,0.46159643146899965
192,0.41878445804681824
193,0.45005178901711146
194,0.4335182649810503
195,0.46158623678059185
196,0.4497180681083197
197,0.46006208653889796
198,0.4636069126724764
199,0.4861600456154684
200,0.45294637132920296
201,0.47180472756955794
202,0.4553209358830338
203,0.450508599707244
204,0.4759470954180283
205,0.4576075158434323
206,0.46288526170740285
207,0.46252534488187635
208,0.42846418171579975
209,0.4262637247100808
210,0.45224852274532495
211,0.4707890706557507
212,0.4624421473595225
213,0.48310217098992375
214,0.4776451759089052
215,0.46878944901166486
216,0.46573343602487294
217,0.47407251384350035
218,0.44687933495880994
219,0.46678375487926654
220,0.4591248844010984
221,0.467824012019449
222,0.4651190952364742
223,0.4782613340113244
224,0.47006928132942993
225,0.46966747763196715
226,0.4309414466741558
227,0.4766620090238063
228,0.4668371218568446
229,0.4556585130435276
230,0.4635107723283179
231,0.4391870436325572
232,0.46121009710307737
233,0.46907866788932007
234,0.47885550704656865
235,0.4834558823529412
236,0.44861965691948075
237,0.45759404112484114
238,0.46144151652993376
239,0.4538034786759032
240,0.4434423508986928
241,0.45724906173406865
242,0.4656430135711692
243,0.45839618580360386
244,0.49116390895912765
245,0.46916328380310457
246,0.4536463475002269
247,0.4832532740020198
248,0.4719669117647059
249,0.47944427246448346
250,0.4453416656737927
251,0.47536103380877814
252,0.45353526972131447
253,0.46663792651030317
254,0.47027561295785675
255,0.4452231856646015
256,0.44325556647716957
257,0.4431491871198711
258,0.4639945324556327
259,0.45892325119428556
260,0.4728980857389252
261,0.49169168354552467
262,0.4879500999256763
263,0.4256492066227533
264,0.49294190694217505
265,0.4800776285629993
266,0.4261457765976761
267,0.43457736013242104
268,0.47068282427264885
269,0.46685188199266975
270,0.4680957669526144
271,0.48885339364333696
272,0.4944900811887255
273,0.4858693640216503
274,0.45333722681781047
275,0.47542672306191
276,0.48124669337497733
277,0.49065031828703703
278,0.4537375677991104
279,0.47711478616330794
280,0.4575015354087237
281,0.48188430464778503
282,0.4747022796387073
283,0.48471674368532136
284,0.47996561996471043
285,0.43016048921738836
286,0.47420699508101855
287,0.4450904330916394
288,0.45478895044707696
289,0.46072305694557913
290,0.46493093674825253
291,0.4658828990218773
292,0.47136201214426743
293,0.4761167704929194
294,0.45533113057144153
295,0.4743018056832108
296,0.4752455235566449
297,0.45302300879119006
298,0.4791653369247004
299,0.49475922096269065
300,0.4781011001043936
301,0.48606589988425924
302,0.45273653804693176
303,0.5029343415968818
304,0.4566214678507398
305,0.46694598339914667
306,0.46415516528515344
307,0.4802603794338916
308,0.48213846266226396
309,0.462059181673248
310,0.4996051109607616
311,0.4691932916468092
312,0.44574218395402143
313,0.46105868381785586
314,0.43771967337282136
315,0.46490168242499547
316,0.4846265428552787
